id,title,description,publishedAt,tags,categoryId,defaultLanguage,defaultAudioLanguage,thumbnail_default,thumbnail_high,duration,viewCount,likeCount,commentCount,privacyStatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount,transcript
giWxqoZUWmI,Kaggle Solutions Winners Walkthrough: LLMs - You Can't Please Them All (Team sash & 4eta),"Learn about the winning approach by Team sash & 4eta and the key techniques they used in LLMs - You Can't Please Them All competition.

This competition challenged participants to identify exploits for an LLM-as-a-judge system designed to evaluate the quality of essays. They were given a list of essay topics, and their goal was to submit an essay that maximized disagreement between the LLM judges. Their work helped build a better understanding of the capabilities and limitations of using LLMs for subjective evaluation tasks at scale.

👉 Competition: https://www.kaggle.com/competitions/llms-you-cant-please-them-all
🏆 Leaderboard: https://www.kaggle.com/competitions/llms-you-cant-please-them-all/leaderboard

About Kaggle:
Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#Kaggle #LLM #AIethics #MachineLearning #NLP",2025-08-22T13:27:07Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/giWxqoZUWmI/default.jpg,https://i.ytimg.com/vi/giWxqoZUWmI/hqdefault.jpg,PT11M43S,158,1,0,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
KbksNrPMnzQ,Kaggle Solution Winners Walkthroughs: LLMs - You Can't Please Them All with Team I’m just lucky,"Learn about the winning approach by Team I’m just lucky and the key techniques they used in LLMs - You Can't Please Them All competition. 

This competition challenged participants to identify exploits for an LLM-as-a-judge system designed to evaluate the quality of essays. They were given a list of essay topics, and their goal was to submit an essay that maximized disagreement between the LLM judges. Their work helped build a better understanding of the capabilities and limitations of using LLMs for subjective evaluation tasks at scale.

👉 Competition: https://www.kaggle.com/competitions/llms-you-cant-please-them-all
🏆 Leaderboard: https://www.kaggle.com/competitions/llms-you-cant-please-them-all/leaderboard

About Kaggle:
Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#Kaggle #LLM #AIethics #MachineLearning #NLP",2025-08-22T13:27:02Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/KbksNrPMnzQ/default.jpg,https://i.ytimg.com/vi/KbksNrPMnzQ/hqdefault.jpg,PT4M16S,430,6,1,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
xCLMZT4pHQM,Kaggle Solution Walkthroughs: Eedi - Mining Misconceptions in Mathematics with Team MTH 101,"Learn about the winning approach by Team MTH 101 and the key techniques they used in Eedi - Mining Misconceptions in Mathematics competition.

This competition challenged participants to develop an NLP model driven by ML to accurately predict the affinity between misconceptions and incorrect answers (distractors) in multiple-choice questions. This solution suggested candidate misconceptions for distractors, making it easier for expert human teachers to tag distractors with misconceptions. 

👉 Competition: https://www.kaggle.com/competitions/eedi-mining-misconceptions-in-mathematics/overview
🏆 Leaderboard: https://www.kaggle.com/competitions/eedi-mining-misconceptions-in-mathematics/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#Kaggle #NLP #NaturalLanguageProcessing #MachineLearning #ML #AI #ArtificialIntelligence #EducationTech #EdTech #Misconceptions #QuestionAnswering #DataScience #TextAnalysis #DeepLearning #Competition",2025-08-22T13:26:05Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/xCLMZT4pHQM/default.jpg,https://i.ytimg.com/vi/xCLMZT4pHQM/hqdefault.jpg,PT18M54S,244,7,1,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
8ZI_imWEefY,Kaggle Solution Walkthroughs: UM - Game-Playing Strength of MCTS Variants with Team Dümensemble,"Learn about the winning approach by Team Dümensemble and the key techniques they used in UM - Game-Playing Strength of MCTS Variants competition.

This competition tasked participants with creating a model to predict how well one Monte-Carlo tree search (MCTS) variant will do against another in a given game, based on a list of features describing the game. This challenge aims to help us figure out which MCTS variants work best in different types of games, so we can make more informed choices when applying these algorithms to new problems.

👉 Competition: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/overview
🏆 Leaderboard: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#kaggle  #machinelearning  #ML #artificialintelligence  #AI #gameaimplus  #MonteCarloTreeSearch #MCTS #reinforcementlearning  #competitiveprogramming  #datascience  #algorithm  #strategygames  #predictivemodeling",2025-08-22T13:09:08Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/8ZI_imWEefY/default.jpg,https://i.ytimg.com/vi/8ZI_imWEefY/hqdefault.jpg,PT11M36S,536,30,1,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
jfz9kXRAA9k,Kaggle Solution Walkthroughs: UM - Game-Playing Strength of MCTS Variants with Team Manuel Campos,"Learn about the winning approach by Team Manuel Campos and the key techniques they used in UM - Game-Playing Strength of MCTS Variants competition.

This competition tasked participants with creating a model to predict how well one Monte-Carlo tree search (MCTS) variant will do against another in a given game, based on a list of features describing the game. This challenge aims to help us figure out which MCTS variants work best in different types of games, so we can make more informed choices when applying these algorithms to new problems.

👉 Competition: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/overview
🏆 Leaderboard: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#kaggle  #machinelearning  #ML #artificialintelligence  #AI #gameaimplus  #MonteCarloTreeSearch #MCTS #reinforcementlearning  #competitiveprogramming  #datascience  #algorithm  #strategygames  #predictivemodeling",2025-08-22T13:09:04Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/jfz9kXRAA9k/default.jpg,https://i.ytimg.com/vi/jfz9kXRAA9k/hqdefault.jpg,PT21M31S,106,1,1,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
rLCcQTsMOYg,Kaggle Solution Walkthroughs: UM - Game-Playing Strength of MCTS Variants with Team Senkin13,"Learn about the winning approach by Team Senkin13 and the key techniques they used in UM - Game-Playing Strength of MCTS Variants competition.

This competition tasked participants with creating a model to predict how well one Monte-Carlo tree search (MCTS) variant will do against another in a given game, based on a list of features describing the game. This challenge aims to help us figure out which MCTS variants work best in different types of games, so we can make more informed choices when applying these algorithms to new problems.

👉 Competition: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/overview
🏆 Leaderboard: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#kaggle  #machinelearning  #ML #artificialintelligence  #AI #gameaimplus  #MonteCarloTreeSearch #MCTS #reinforcementlearning  #competitiveprogramming  #datascience  #algorithm  #strategygames  #predictivemodeling",2025-08-22T13:09:01Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/rLCcQTsMOYg/default.jpg,https://i.ytimg.com/vi/rLCcQTsMOYg/hqdefault.jpg,PT14M30S,99,4,0,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
346sulAHJRs,Kaggle Solution Walkthroughs: UM - Game-Playing Strength of MCTS Variants with Team Richard_U,"Learn about the winning approach by Team Richard_U and the key techniques they used in UM - Game-Playing Strength of MCTS Variants competition.

This competition tasked participants with creating a model to predict how well one Monte-Carlo tree search (MCTS) variant will do against another in a given game, based on a list of features describing the game. This challenge aims to help us figure out which MCTS variants work best in different types of games, so we can make more informed choices when applying these algorithms to new problems.

👉 Competition: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/overview
🏆 Leaderboard: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#kaggle  #machinelearning  #ML #artificialintelligence  #AI #gameaimplus  #MonteCarloTreeSearch #MCTS #reinforcementlearning  #competitiveprogramming  #datascience  #algorithm  #strategygames  #predictivemodeling",2025-08-22T13:08:56Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/346sulAHJRs/default.jpg,https://i.ytimg.com/vi/346sulAHJRs/hqdefault.jpg,PT15M34S,100,1,1,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
xuWUccJUCXw,Kaggle Solution Walkthroughs: UM - Game-Playing Strength of MCTS Variants with Team James Day,"Learn about the winning approach by Team James Day and the key techniques they used in UM - Game-Playing Strength of MCTS Variants competition.

This competition tasked participants with creating a model to predict how well one Monte-Carlo tree search (MCTS) variant will do against another in a given game, based on a list of features describing the game. This challenge aims to help us figure out which MCTS variants work best in different types of games, so we can make more informed choices when applying these algorithms to new problems.

👉 Competition: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/overview
🏆 Leaderboard: https://www.kaggle.com/competitions/um-game-playing-strength-of-mcts-variants/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#kaggle  #machinelearning  #ML #artificialintelligence  #AI #gameaimplus  #MonteCarloTreeSearch #MCTS #reinforcementlearning  #competitiveprogramming  #datascience  #algorithm  #strategygames  #predictivemodeling",2025-08-22T13:08:51Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/xuWUccJUCXw/default.jpg,https://i.ytimg.com/vi/xuWUccJUCXw/hqdefault.jpg,PT12M28S,187,2,1,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
rii9EvKDPB8,Winning Solution Walkthrough: CIBMTR - Equity in post-HCT Survival Predictions by Team Robert Hatch,"Learn about the winning approach by Robert Hatch and the key techniques they used in CIBMTR - Equity in post-HCT Survival Predictions competition.

This competition tasked participants with developing models to predict the survival outcomes of patients after undergoing hematopoietic cell transplantation (HCT), considering factors related to equity in healthcare understanding these predictions can help improve patient care and address disparities.

👉 Competition: https://www.kaggle.com/competitions/equity-post-HCT-survival-predictions
🏆  Leaderboard: https://www.kaggle.com/competitions/equity-post-HCT-survival-predictions/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#Kaggle #DataScience #MachineLearning #KaggleCompetition",2025-08-22T12:49:42Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/rii9EvKDPB8/default.jpg,https://i.ytimg.com/vi/rii9EvKDPB8/hqdefault.jpg,PT31M46S,93,1,0,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
oU-jSnjMLDA,Winning Solution Walkthrough: CIBMTR Equity in Post-HCT Survival Predictions - Team SurvivalHorror,"Learn about the winning approach by Team SurvivalHorror and the key techniques they used in CIBMTR - Equity in post-HCT SurvivalHorror competition.

This competition tasked participants with developing models to predict the survival outcomes of patients after undergoing hematopoietic cell transplantation (HCT), considering factors related to equity in healthcare understanding these predictions can help improve patient care and address disparities.

👉 Competition: https://www.kaggle.com/competitions/equity-post-HCT-survival-predictions
🏆  Leaderboard: https://www.kaggle.com/competitions/equity-post-HCT-survival-predictions/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#Kaggle #DataScience #MachineLearning #KaggleCompetition",2025-08-22T12:49:38Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/oU-jSnjMLDA/default.jpg,https://i.ytimg.com/vi/oU-jSnjMLDA/hqdefault.jpg,PT14M39S,216,7,0,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
ryWw31-XpCU,Winning Solution Walkthrough: CIBMTR - Equity in post-HCT Survival Predictions with Team agalar,"Learn about the winning approach by Team agalar and the key techniques they used in CIBMTR - Equity in post-HCT SurvivalHorror competition.

This competition tasked participants with developing models to predict the survival outcomes of patients after undergoing hematopoietic cell transplantation (HCT), considering factors related to equity in healthcare understanding these predictions can help improve patient care and address disparities.

👉 Competition: https://www.kaggle.com/competitions/equity-post-HCT-survival-predictions
🏆  Leaderboard: https://www.kaggle.com/competitions/equity-post-HCT-survival-predictions/leaderboard

About Kaggle:

Kaggle is the world's largest community of data scientists. Join us to compete, collaborate, learn, and do your data science work. Kaggle's platform is the fastest way to get started on a new data science project. Spin up a Jupyter notebook with a single click. Build with our huge repository of free code and data. Stumped? Ask the friendly Kaggle community for help.

Follow Kaggle online
🌐 Visit the WEBSITE: https://www.kaggle.com
✍️ Check out our BLOG: https://www.kaggle.com/blog
🐦 Follow Kaggle on TWITTER: https://twitter.com/kaggle
🔗 Connect with us on LINKEDIN: https://www.linkedin.com/company/kaggle
🎮 Join us on the Kaggle Discord server: http://discord.gg/kaggle
🎥 Subscribe to our YouTube channel: https://www.youtube.com/@kaggle

#Kaggle #DataScience #MachineLearning #KaggleCompetition",2025-08-22T12:49:35Z,Kaggle|Kaggel|coffee chat|live-coding|live|learn|api|cli|python|data|data science|interview|questions|transfer learning|coding|networks|programming|technology|tech|machine learning|AI|artificial intelligence|coders|programmers|help|tutorial|projects|101|rstats|stats|statistics|what is kaggle|how to|github|developer|kernels|datasets|data visualization|deep learning|sql|challenge|competition|whitehat|code|lesson|CS,24,en,en-US,https://i.ytimg.com/vi/ryWw31-XpCU/default.jpg,https://i.ytimg.com/vi/ryWw31-XpCU/hqdefault.jpg,PT8M37S,637,33,2,public,UCSNeZleDn9c74yQc-EKnVTA,Kaggle,"Kaggle’s global community of practitioners, researchers, and enthusiasts collaborate to shape the frontier of AI. Through AI competitions, benchmarks, agentic evaluation, Kaggle serves as both the engine and proving ground for community-led innovation.",,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,
