id,title,description,publishedat,tags,categoryid,defaultlanguage,defaultaudiolanguage,thumbnail_default,thumbnail_high,duration,viewcount,likecount,commentcount,privacystatus,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscribercount,channel_videocount,transcript,duration_seconds
giWxqoZUWmI,kaggle solutions winners walkthrough  llms   you can t please them all  team sash   4eta,"learn about the winning approach by team sash   4eta and the key techniques they used in llms   you can t please them all competition 

this competition challenged participants to identify exploits for an llm as a judge system designed to evaluate the quality of essays  they were given a list of essay topics  and their goal was to submit an essay that maximized disagreement between the llm judges  their work helped build a better understanding of the capabilities and limitations of using llms for subjective evaluation tasks at scale 

  competition  https   www kaggle com competitions llms you cant please them all
  leaderboard  https   www kaggle com competitions llms you cant please them all leaderboard

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle  llm  aiethics  machinelearning  nlp",2025-08-22T13:27:07Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/giWxqoZUWmI/default.jpg,https://i.ytimg.com/vi/giWxqoZUWmI/hqdefault.jpg,PT11M43S,158,1,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,703
KbksNrPMnzQ,kaggle solution winners walkthroughs  llms   you can t please them all with team i m just lucky,"learn about the winning approach by team i m just lucky and the key techniques they used in llms   you can t please them all competition  

this competition challenged participants to identify exploits for an llm as a judge system designed to evaluate the quality of essays  they were given a list of essay topics  and their goal was to submit an essay that maximized disagreement between the llm judges  their work helped build a better understanding of the capabilities and limitations of using llms for subjective evaluation tasks at scale 

  competition  https   www kaggle com competitions llms you cant please them all
  leaderboard  https   www kaggle com competitions llms you cant please them all leaderboard

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle  llm  aiethics  machinelearning  nlp",2025-08-22T13:27:02Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/KbksNrPMnzQ/default.jpg,https://i.ytimg.com/vi/KbksNrPMnzQ/hqdefault.jpg,PT4M16S,430,6,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,256
xCLMZT4pHQM,kaggle solution walkthroughs  eedi   mining misconceptions in mathematics with team mth 101,"learn about the winning approach by team mth 101 and the key techniques they used in eedi   mining misconceptions in mathematics competition 

this competition challenged participants to develop an nlp model driven by ml to accurately predict the affinity between misconceptions and incorrect answers  distractors  in multiple choice questions  this solution suggested candidate misconceptions for distractors  making it easier for expert human teachers to tag distractors with misconceptions  

  competition  https   www kaggle com competitions eedi mining misconceptions in mathematics overview
  leaderboard  https   www kaggle com competitions eedi mining misconceptions in mathematics leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle  nlp  naturallanguageprocessing  machinelearning  ml  ai  artificialintelligence  educationtech  edtech  misconceptions  questionanswering  datascience  textanalysis  deeplearning  competition",2025-08-22T13:26:05Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/xCLMZT4pHQM/default.jpg,https://i.ytimg.com/vi/xCLMZT4pHQM/hqdefault.jpg,PT18M54S,244,7,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,1134
8ZI_imWEefY,kaggle solution walkthroughs  um   game playing strength of mcts variants with team d mensemble,"learn about the winning approach by team d mensemble and the key techniques they used in um   game playing strength of mcts variants competition 

this competition tasked participants with creating a model to predict how well one monte carlo tree search  mcts  variant will do against another in a given game  based on a list of features describing the game  this challenge aims to help us figure out which mcts variants work best in different types of games  so we can make more informed choices when applying these algorithms to new problems 

  competition  https   www kaggle com competitions um game playing strength of mcts variants overview
  leaderboard  https   www kaggle com competitions um game playing strength of mcts variants leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle   machinelearning   ml  artificialintelligence   ai  gameaimplus   montecarlotreesearch  mcts  reinforcementlearning   competitiveprogramming   datascience   algorithm   strategygames   predictivemodeling",2025-08-22T13:09:08Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/8ZI_imWEefY/default.jpg,https://i.ytimg.com/vi/8ZI_imWEefY/hqdefault.jpg,PT11M36S,536,30,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,696
jfz9kXRAA9k,kaggle solution walkthroughs  um   game playing strength of mcts variants with team manuel campos,"learn about the winning approach by team manuel campos and the key techniques they used in um   game playing strength of mcts variants competition 

this competition tasked participants with creating a model to predict how well one monte carlo tree search  mcts  variant will do against another in a given game  based on a list of features describing the game  this challenge aims to help us figure out which mcts variants work best in different types of games  so we can make more informed choices when applying these algorithms to new problems 

  competition  https   www kaggle com competitions um game playing strength of mcts variants overview
  leaderboard  https   www kaggle com competitions um game playing strength of mcts variants leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle   machinelearning   ml  artificialintelligence   ai  gameaimplus   montecarlotreesearch  mcts  reinforcementlearning   competitiveprogramming   datascience   algorithm   strategygames   predictivemodeling",2025-08-22T13:09:04Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/jfz9kXRAA9k/default.jpg,https://i.ytimg.com/vi/jfz9kXRAA9k/hqdefault.jpg,PT21M31S,106,1,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,1291
rLCcQTsMOYg,kaggle solution walkthroughs  um   game playing strength of mcts variants with team senkin13,"learn about the winning approach by team senkin13 and the key techniques they used in um   game playing strength of mcts variants competition 

this competition tasked participants with creating a model to predict how well one monte carlo tree search  mcts  variant will do against another in a given game  based on a list of features describing the game  this challenge aims to help us figure out which mcts variants work best in different types of games  so we can make more informed choices when applying these algorithms to new problems 

  competition  https   www kaggle com competitions um game playing strength of mcts variants overview
  leaderboard  https   www kaggle com competitions um game playing strength of mcts variants leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle   machinelearning   ml  artificialintelligence   ai  gameaimplus   montecarlotreesearch  mcts  reinforcementlearning   competitiveprogramming   datascience   algorithm   strategygames   predictivemodeling",2025-08-22T13:09:01Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/rLCcQTsMOYg/default.jpg,https://i.ytimg.com/vi/rLCcQTsMOYg/hqdefault.jpg,PT14M30S,99,4,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,870
346sulAHJRs,kaggle solution walkthroughs  um   game playing strength of mcts variants with team richard u,"learn about the winning approach by team richard u and the key techniques they used in um   game playing strength of mcts variants competition 

this competition tasked participants with creating a model to predict how well one monte carlo tree search  mcts  variant will do against another in a given game  based on a list of features describing the game  this challenge aims to help us figure out which mcts variants work best in different types of games  so we can make more informed choices when applying these algorithms to new problems 

  competition  https   www kaggle com competitions um game playing strength of mcts variants overview
  leaderboard  https   www kaggle com competitions um game playing strength of mcts variants leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle   machinelearning   ml  artificialintelligence   ai  gameaimplus   montecarlotreesearch  mcts  reinforcementlearning   competitiveprogramming   datascience   algorithm   strategygames   predictivemodeling",2025-08-22T13:08:56Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/346sulAHJRs/default.jpg,https://i.ytimg.com/vi/346sulAHJRs/hqdefault.jpg,PT15M34S,100,1,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,934
xuWUccJUCXw,kaggle solution walkthroughs  um   game playing strength of mcts variants with team james day,"learn about the winning approach by team james day and the key techniques they used in um   game playing strength of mcts variants competition 

this competition tasked participants with creating a model to predict how well one monte carlo tree search  mcts  variant will do against another in a given game  based on a list of features describing the game  this challenge aims to help us figure out which mcts variants work best in different types of games  so we can make more informed choices when applying these algorithms to new problems 

  competition  https   www kaggle com competitions um game playing strength of mcts variants overview
  leaderboard  https   www kaggle com competitions um game playing strength of mcts variants leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle   machinelearning   ml  artificialintelligence   ai  gameaimplus   montecarlotreesearch  mcts  reinforcementlearning   competitiveprogramming   datascience   algorithm   strategygames   predictivemodeling",2025-08-22T13:08:51Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/xuWUccJUCXw/default.jpg,https://i.ytimg.com/vi/xuWUccJUCXw/hqdefault.jpg,PT12M28S,187,2,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,748
rii9EvKDPB8,winning solution walkthrough  cibmtr   equity in post hct survival predictions by team robert hatch,"learn about the winning approach by robert hatch and the key techniques they used in cibmtr   equity in post hct survival predictions competition 

this competition tasked participants with developing models to predict the survival outcomes of patients after undergoing hematopoietic cell transplantation  hct   considering factors related to equity in healthcare understanding these predictions can help improve patient care and address disparities 

  competition  https   www kaggle com competitions equity post hct survival predictions
   leaderboard  https   www kaggle com competitions equity post hct survival predictions leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle  datascience  machinelearning  kagglecompetition",2025-08-22T12:49:42Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/rii9EvKDPB8/default.jpg,https://i.ytimg.com/vi/rii9EvKDPB8/hqdefault.jpg,PT31M46S,93,1,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,1906
oU-jSnjMLDA,winning solution walkthrough  cibmtr equity in post hct survival predictions   team survivalhorror,"learn about the winning approach by team survivalhorror and the key techniques they used in cibmtr   equity in post hct survivalhorror competition 

this competition tasked participants with developing models to predict the survival outcomes of patients after undergoing hematopoietic cell transplantation  hct   considering factors related to equity in healthcare understanding these predictions can help improve patient care and address disparities 

  competition  https   www kaggle com competitions equity post hct survival predictions
   leaderboard  https   www kaggle com competitions equity post hct survival predictions leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle  datascience  machinelearning  kagglecompetition",2025-08-22T12:49:38Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/oU-jSnjMLDA/default.jpg,https://i.ytimg.com/vi/oU-jSnjMLDA/hqdefault.jpg,PT14M39S,216,7,0,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,879
ryWw31-XpCU,winning solution walkthrough  cibmtr   equity in post hct survival predictions with team agalar,"learn about the winning approach by team agalar and the key techniques they used in cibmtr   equity in post hct survivalhorror competition 

this competition tasked participants with developing models to predict the survival outcomes of patients after undergoing hematopoietic cell transplantation  hct   considering factors related to equity in healthcare understanding these predictions can help improve patient care and address disparities 

  competition  https   www kaggle com competitions equity post hct survival predictions
   leaderboard  https   www kaggle com competitions equity post hct survival predictions leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle  datascience  machinelearning  kagglecompetition",2025-08-22T12:49:35Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/ryWw31-XpCU/default.jpg,https://i.ytimg.com/vi/ryWw31-XpCU/hqdefault.jpg,PT8M37S,637,33,2,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,517
GsAy6in2NFE,winning solution walkthrough  cibmtr   equity in post hct survival predictions by team minerppdy,"learn about the winning approach by team minerppdy and the key techniques they used in cibmtr   equity in post hct survival predictions competition 

this competition tasked participants with developing models to predict the survival outcomes of patients after undergoing hematopoietic cell transplantation  hct   considering factors related to equity in healthcare understanding these predictions can help improve patient care and address disparities 

  competition  https   www kaggle com competitions equity post hct survival predictions
   leaderboard  https   www kaggle com competitions equity post hct survival predictions leaderboard

about kaggle 

kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  http   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle  datascience  machinelearning  kagglecompetition",2025-08-22T12:49:31Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/GsAy6in2NFE/default.jpg,https://i.ytimg.com/vi/GsAy6in2NFE/hqdefault.jpg,PT14M22S,324,8,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,862
RALDtg1hSTQ,game arena  gemini 2 5 pro vs o4 mini  3rd place    kaggle,"get ready for another exciting ai chess matchup in the kaggle game arena    it s the third place game of our inaugural 3 day exhibition tournament 

this game features gemini 2 5 pro and o4 mini competing for the bronze medal spot on the podium  this round will bring unique strategies and surprises 

the kaggle game arena is our new platform for showcasing the capabilities of ai in gaming environments  stay tuned for both matchups and full highlights from the final day 

about kaggle 
kaggle is the world s largest community of data scientists  join us to compete  collaborate  learn  and do your data science work  kaggle s platform is the fastest way to get started on a new data science project  spin up a jupyter notebook with a single click  build with our huge repository of free code and data  stumped  ask the friendly kaggle community for help 

follow kaggle online
  visit the website  https   www kaggle com
   check out our blog  https   www kaggle com blog
  follow kaggle on twitter  https   twitter com kaggle
  connect with us on linkedin  https   www linkedin com company kaggle
  join us on the kaggle discord server  https   discord gg kaggle
  subscribe to our youtube channel  https   www youtube com  kaggle

 kaggle  aigamearena  chess  ai  machinelearning  deeplearning",2025-08-07T17:29:09Z,kaggle kaggel coffee chat live coding live learn api cli python data data science interview questions transfer learning coding networks programming technology tech machine learning ai artificial intelligence coders programmers help tutorial projects 101 rstats stats statistics what is kaggle how to github developer kernels datasets data visualization deep learning sql challenge competition whitehat code lesson cs,24,en,en-US,https://i.ytimg.com/vi/RALDtg1hSTQ/default.jpg,https://i.ytimg.com/vi/RALDtg1hSTQ/hqdefault.jpg,PT44M26S,2132,28,1,public,UCSNeZleDn9c74yQc-EKnVTA,kaggle,kaggle s global community of practitioners  researchers  and enthusiasts collaborate to shape the frontier of ai  through ai competitions  benchmarks  agentic evaluation  kaggle serves as both the engine and proving ground for community led innovation,,https://yt3.ggpht.com/A-vRsPyL8aPG91GJugZJFAeEF9OSCh7ahoEZv0L9LVqGaXAkXOXX5QKOiewwgN7ye4Dt0baKEg=s88-c-k-c0x00ffffff-no-rj,322000,541,,2666
